source_doc,eval_type,eval_method,variant,score,duration
19804,Embeddings-based,LongDocFACTScore,source,-2.087357064655849,1.600035846233368
19804,Embeddings-based,LongDocFACTScore,consecutively_swapped_words_0.1,-5.823062808425338,1.600035846233368
19804,Embeddings-based,LongDocFACTScore,consecutively_swapped_words_0.3,-6.554251962237888,1.600035846233368
19804,Embeddings-based,LongDocFACTScore,consecutively_swapped_words_0.5,-7.0233040650685625,1.600035846233368
19804,Embeddings-based,LongDocFACTScore,consecutively_swapped_words_0.7,-7.5717283531471535,1.600035846233368
19804,Embeddings-based,LongDocFACTScore,consecutively_swapped_words_0.9,-7.527379424483688,1.600035846233368
19804,Embeddings-based,LongDocFACTScore,deleted_words_0.1,-5.588419278462728,1.600035846233368
19804,Embeddings-based,LongDocFACTScore,deleted_words_0.3,-5.599901101168464,1.600035846233368
19804,Embeddings-based,LongDocFACTScore,deleted_words_0.5,-6.5526932988848,0.8298935890197754
19804,Embeddings-based,LongDocFACTScore,deleted_words_0.7,-7.759706576665242,0.8298935890197754
19804,Embeddings-based,LongDocFACTScore,deleted_words_0.9,-8.911918640136719,0.8298935890197754
19804,Embeddings-based,LongDocFACTScore,inserted_sentence_0.1,-15.05905532836914,0.8298935890197754
19804,Embeddings-based,LongDocFACTScore,inserted_sentence_0.3,-8.396672129631042,0.8298935890197754
19804,Embeddings-based,LongDocFACTScore,inserted_sentence_0.5,-6.451571524143219,0.8298935890197754
19804,Embeddings-based,LongDocFACTScore,inserted_sentence_0.7,-6.124393502871196,0.8298935890197754
19804,Embeddings-based,LongDocFACTScore,inserted_sentence_0.9,-6.074752076466878,0.8298935890197754
19804,Embeddings-based,LongDocFACTScore,randomly_swapped_words_0.1,-5.813253164291382,1.2172422111034393
19804,Embeddings-based,LongDocFACTScore,randomly_swapped_words_0.3,-7.257151303467928,1.2172422111034393
19804,Embeddings-based,LongDocFACTScore,randomly_swapped_words_0.5,-8.207582350130435,1.2172422111034393
19804,Embeddings-based,LongDocFACTScore,randomly_swapped_words_0.7,-8.419011575204355,1.2172422111034393
19804,Embeddings-based,LongDocFACTScore,randomly_swapped_words_0.9,-8.769380233905933,1.2172422111034393
19804,Embeddings-based,LongDocFACTScore,removed_sentence_0.1,-13.317137718200684,1.2172422111034393
19804,Embeddings-based,LongDocFACTScore,removed_sentence_0.3,-12.803146362304688,1.2172422111034393
19804,Embeddings-based,LongDocFACTScore,removed_sentence_0.5,-5.4823079109191895,1.2172422111034393
19804,Embeddings-based,LongDocFACTScore,removed_sentence_0.7,-4.965672969818115,1.1041876673698425
19804,Embeddings-based,LongDocFACTScore,removed_sentence_0.9,-4.432562828063965,1.1041876673698425
19804,Embeddings-based,LongDocFACTScore,repeated_sentence_0.1,-15.594345092773438,1.1041876673698425
19804,Embeddings-based,LongDocFACTScore,repeated_sentence_0.3,-8.862947463989258,1.1041876673698425
19804,Embeddings-based,LongDocFACTScore,repeated_sentence_0.5,-16.692041397094727,1.1041876673698425
19804,Embeddings-based,LongDocFACTScore,repeated_sentence_0.7,-16.027936935424805,1.1041876673698425
19804,Embeddings-based,LongDocFACTScore,repeated_sentence_0.9,-17.503520965576172,1.1041876673698425
19804,Embeddings-based,LongDocFACTScore,10023_1,-5.495541167981697,1.1041876673698425
19804,Embeddings-based,LongDocFACTScore,10024_1,-5.6323037717653355,2.811915397644043
19804,Embeddings-based,LongDocFACTScore,10025_1,-5.600406768710115,2.811915397644043
19804,Embeddings-based,LongDocFACTScore,10050_1,-5.230000759874072,2.811915397644043
19804,Embeddings-based,LongDocFACTScore,10051_1,-5.326251445145442,2.811915397644043
19804,Embeddings-based,LongDocFACTScore,10063_1,-5.567336773872375,2.811915397644043
19804,Embeddings-based,LongDocFACTScore,10064_1,-5.36808012661181,2.811915397644043
19804,Embeddings-based,LongDocFACTScore,10065_1,-5.525563792178505,2.811915397644043
19804,Embeddings-based,LongDocFACTScore,10066_1,-4.794085227526152,2.811915397644043
19804,Embeddings-based,LongDocFACTScore,10067_1,-4.773345933241003,1.882291555404663
2988,Embeddings-based,LongDocFACTScore,source,-1.9112684362142989,2.0403378307819366
2988,Embeddings-based,LongDocFACTScore,consecutively_swapped_words_0.1,-3.809693898473467,2.0403378307819366
2988,Embeddings-based,LongDocFACTScore,consecutively_swapped_words_0.3,-5.099994829722813,2.0403378307819366
2988,Embeddings-based,LongDocFACTScore,consecutively_swapped_words_0.5,-5.959276880536761,2.0403378307819366
2988,Embeddings-based,LongDocFACTScore,consecutively_swapped_words_0.7,-6.532503604888916,2.0403378307819366
2988,Embeddings-based,LongDocFACTScore,consecutively_swapped_words_0.9,-7.291660717555454,2.0403378307819366
2988,Embeddings-based,LongDocFACTScore,deleted_words_0.1,-3.7844589153925576,2.0403378307819366
2988,Embeddings-based,LongDocFACTScore,deleted_words_0.3,-5.711460709571838,2.0403378307819366
