source_doc,eval_type,eval_method,variant,score,duration
0001,Model-based,Bleurt,source,0.8374080061912537,1.2172811925411224
0001,Model-based,Bleurt,consecutively_swapped_words_0.1,0.38600194454193115,1.2172811925411224
0001,Model-based,Bleurt,consecutively_swapped_words_0.3,0.27707451581954956,1.2172811925411224
0001,Model-based,Bleurt,consecutively_swapped_words_0.5,0.23043400049209595,1.2172811925411224
0001,Model-based,Bleurt,consecutively_swapped_words_0.7,0.20496228337287903,1.2172811925411224
0001,Model-based,Bleurt,consecutively_swapped_words_0.9,0.20018088817596436,1.2172811925411224
0001,Model-based,Bleurt,deleted_words_0.1,0.266838014125824,1.2172811925411224
0001,Model-based,Bleurt,deleted_words_0.3,0.14112208783626556,1.2172811925411224
0001,Model-based,Bleurt,deleted_words_0.5,0.10168993473052979,1.0940189361572266
0001,Model-based,Bleurt,deleted_words_0.7,0.10125961899757385,1.0940189361572266
0001,Model-based,Bleurt,deleted_words_0.9,0.105587899684906,1.0940189361572266
0001,Model-based,Bleurt,inserted_sentence_0.1,0.32939577102661133,1.0940189361572266
0001,Model-based,Bleurt,inserted_sentence_0.3,0.18016402423381805,1.0940189361572266
0001,Model-based,Bleurt,inserted_sentence_0.5,0.10136600583791733,1.0940189361572266
0001,Model-based,Bleurt,inserted_sentence_0.7,0.1451292634010315,1.0940189361572266
0001,Model-based,Bleurt,inserted_sentence_0.9,0.15399642288684845,1.0940189361572266
0001,Model-based,Bleurt,randomly_swapped_words_0.1,0.23765704035758972,1.0998784303665161
0001,Model-based,Bleurt,randomly_swapped_words_0.3,0.17397670447826385,1.0998784303665161
0001,Model-based,Bleurt,randomly_swapped_words_0.5,0.1595730483531952,1.0998784303665161
0001,Model-based,Bleurt,randomly_swapped_words_0.7,0.16889353096485138,1.0998784303665161
0001,Model-based,Bleurt,randomly_swapped_words_0.9,0.05594208836555481,1.0998784303665161
0001,Model-based,Bleurt,removed_sentence_0.1,0.5436675548553467,1.0998784303665161
0001,Model-based,Bleurt,removed_sentence_0.3,0.4958111643791199,1.0998784303665161
